getClassLoad,是否需要,如需要，请补充理由,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$NumberFormat;->getNationalPrefixFormattingRule()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$NumberFormat;->getPattern()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$NumberFormat;->leadingDigitsPatternSize()I,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadataCollection;->getMetadataList()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadataCollection;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->getCountryCode()I,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->getGeneralDesc()Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneNumberDesc;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->getNationalPrefixForParsing()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->getNationalPrefixTransformRule()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->getPreferredExtnPrefix()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->hasNationalPrefix()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->hasPreferredExtnPrefix()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->intlNumberFormats()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneMetadata;->numberFormats()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonemetadata$PhoneNumberDesc;->getNationalNumberPattern()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;->clearCountryCode()Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;->getExtension()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;->hasExtension()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberMatch;->end()I,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberMatch;->number()Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberMatch;->rawString()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberMatch;->start()I,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberUtil;->findNumbers(Ljava/lang/CharSequence;Ljava/lang/String;Lcom/android/i18n/phonenumbers/PhoneNumberUtil$Leniency;J)Ljava/lang/Iterable;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberUtil;->getNationalSignificantNumber(Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberUtil;->isNumberMatch(Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;)Lcom/android/i18n/phonenumbers/PhoneNumberUtil$MatchType;,,,,,,,,,,,,,,,,,,,
Lcom/android/i18n/phonenumbers/PhoneNumberUtil;->isPossibleNumber(Lcom/android/i18n/phonenumbers/Phonenumber$PhoneNumber;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsCall;->deflect(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsCall;->isMultiparty()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsCall;->reject(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsCall;->terminate(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsConfigListener$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsConfigListener;->onSetFeatureResponse(IIII)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsEcbm;->exitEmergencyCallbackMode()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsManager;->isEnhanced4gLteModeSettingEnabledByUser(Landroid/content/Context;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsManager;->isNonTtyOrTtyOnVolteEnabled(Landroid/content/Context;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsManager;->isVolteEnabledByPlatform(Landroid/content/Context;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/ImsUtInterface;->queryCallForward(ILjava/lang/String;Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSession$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionConferenceStateUpdated(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsConferenceState;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionHandoverFailed(Lcom/android/ims/internal/IImsCallSession;IILandroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionHandover(Lcom/android/ims/internal/IImsCallSession;IILandroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionHeld(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionHoldFailed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionHoldReceived(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionInviteParticipantsRequestDelivered(Lcom/android/ims/internal/IImsCallSession;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionInviteParticipantsRequestFailed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionMergeComplete(Lcom/android/ims/internal/IImsCallSession;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionMergeFailed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionMergeStarted(Lcom/android/ims/internal/IImsCallSession;Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionMultipartyStateChanged(Lcom/android/ims/internal/IImsCallSession;Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionProgressing(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsStreamMediaProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionResumed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionResumeFailed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionResumeReceived(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionStarted(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionStartFailed(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionSuppServiceReceived(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsSuppServiceNotification;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionTerminated(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionTtyModeReceived(Lcom/android/ims/internal/IImsCallSession;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsCallSessionListener;->callSessionUpdated(Lcom/android/ims/internal/IImsCallSession;Landroid/telephony/ims/ImsCallProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsConfig$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsEcbm$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationAssociatedUriChanged([Landroid/net/Uri;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationChangeFailed(ILandroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationConnected()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationConnectedWithRadioTech(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationDisconnected(Landroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationFeatureCapabilityChanged(I[I[I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->registrationProgressingWithRadioTech(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsRegistrationListener;->voiceMessageCountUpdate(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsService$Stub;->asInterface(Landroid/os/IBinder;)Lcom/android/ims/internal/IImsService;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsService$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUt$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationCallBarringQueried(Lcom/android/ims/internal/IImsUt;I[Landroid/telephony/ims/ImsSsInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationCallForwardQueried(Lcom/android/ims/internal/IImsUt;I[Landroid/telephony/ims/ImsCallForwardInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationCallWaitingQueried(Lcom/android/ims/internal/IImsUt;I[Landroid/telephony/ims/ImsSsInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationQueried(Lcom/android/ims/internal/IImsUt;ILandroid/os/Bundle;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationQueryFailed(Lcom/android/ims/internal/IImsUt;ILandroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationUpdated(Lcom/android/ims/internal/IImsUt;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsUtListener;->utConfigurationUpdateFailed(Lcom/android/ims/internal/IImsUt;ILandroid/telephony/ims/ImsReasonInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->changeCallDataUsage(J)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->changeCameraCapabilities(Landroid/telecom/VideoProfile$CameraCapabilities;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->changePeerDimensions(II)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->changeVideoQuality(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->handleCallSessionEvent(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->receiveSessionModifyRequest(Landroid/telecom/VideoProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallCallback;->receiveSessionModifyResponse(ILandroid/telecom/VideoProfile;Landroid/telecom/VideoProfile;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallProvider$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/IImsVideoCallProvider;->setCallback(Lcom/android/ims/internal/IImsVideoCallCallback;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/ImsVideoCallProviderWrapper;-><init>(Lcom/android/ims/internal/IImsVideoCallProvider;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->getCapTimestamp()J,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isCdViaPresenceSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isFtHttpSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isFtSnFSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isFtSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isFtThumbSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isFullSnFGroupChatSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isGeoPullFtSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isGeoPullSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isGeoPushSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isImSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isIpVideoSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isIpVoiceSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isIsSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isRcsIpVideoCallSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isRcsIpVideoOnlyCallSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isRcsIpVoiceCallSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isSmSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isSpSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isVsDuringCSSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->isVsSupported()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setCapTimestamp(J)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setCdViaPresenceSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setExts([Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setFtHttpSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setFtSnFSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setFtSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setFtThumbSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setFullSnFGroupChatSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setGeoPullFtSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setGeoPullSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setGeoPushSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setImSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setIpVideoSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setIpVoiceSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setIsSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setRcsIpVideoCallSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setRcsIpVideoOnlyCallSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setRcsIpVoiceCallSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setSmSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setSpSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setVsDuringCSSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/CapInfo;->setVsSupported(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/StatusCode;->getStatusCode()I,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/StatusCode;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/StatusCode;->setStatusCode(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/UceLong;->getClientId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/UceLong;->getUceLong()J,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/UceLong;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/UceLong;->setClientId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/common/UceLong;->setUceLong(J)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->cmdStatus(Lcom/android/ims/internal/uce/options/OptionsCmdStatus;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->getVersionCb(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->incomingOptions(Ljava/lang/String;Lcom/android/ims/internal/uce/options/OptionsCapInfo;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->serviceAvailable(Lcom/android/ims/internal/uce/common/StatusCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->serviceUnavailable(Lcom/android/ims/internal/uce/common/StatusCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsListener;->sipResponseReceived(Ljava/lang/String;Lcom/android/ims/internal/uce/options/OptionsSipResponse;Lcom/android/ims/internal/uce/options/OptionsCapInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->addListener(ILcom/android/ims/internal/uce/options/IOptionsListener;Lcom/android/ims/internal/uce/common/UceLong;)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->getContactCap(ILjava/lang/String;I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->getContactListCap(I[Ljava/lang/String;I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->getMyInfo(II)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->getVersion(I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->removeListener(ILcom/android/ims/internal/uce/common/UceLong;)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->responseIncomingOptions(IIILjava/lang/String;Lcom/android/ims/internal/uce/options/OptionsCapInfo;Z)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/IOptionsService;->setMyInfo(ILcom/android/ims/internal/uce/common/CapInfo;I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCapInfo;->getCapInfo()Lcom/android/ims/internal/uce/common/CapInfo;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCapInfo;->getSdp()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCapInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCapInfo;->setCapInfo(Lcom/android/ims/internal/uce/common/CapInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCapInfo;->setSdp(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdId;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdId;->setCmdId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdStatus;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdStatus;->setCapInfo(Lcom/android/ims/internal/uce/common/CapInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdStatus;->setCmdId(Lcom/android/ims/internal/uce/options/OptionsCmdId;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdStatus;->setStatus(Lcom/android/ims/internal/uce/common/StatusCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsCmdStatus;->setUserData(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;->setCmdId(Lcom/android/ims/internal/uce/options/OptionsCmdId;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;->setReasonPhrase(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;->setRequestId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;->setRetryAfter(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/options/OptionsSipResponse;->setSipResponseCode(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->capInfoReceived(Ljava/lang/String;[Lcom/android/ims/internal/uce/presence/PresTupleInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->cmdStatus(Lcom/android/ims/internal/uce/presence/PresCmdStatus;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->getVersionCb(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->listCapInfoReceived(Lcom/android/ims/internal/uce/presence/PresRlmiInfo;[Lcom/android/ims/internal/uce/presence/PresResInfo;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->publishTriggering(Lcom/android/ims/internal/uce/presence/PresPublishTriggerType;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->serviceAvailable(Lcom/android/ims/internal/uce/common/StatusCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->serviceUnAvailable(Lcom/android/ims/internal/uce/common/StatusCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->sipResponseReceived(Lcom/android/ims/internal/uce/presence/PresSipResponse;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceListener;->unpublishMessageSent()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceService$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceService;->addListener(ILcom/android/ims/internal/uce/presence/IPresenceListener;Lcom/android/ims/internal/uce/common/UceLong;)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceService;->getContactCap(ILjava/lang/String;I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceService;->getContactListCap(I[Ljava/lang/String;I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/ims/internal/uce/presence/IPresenceService;->getVersion(I)Lcom/android/ims/internal/uce/common/StatusCode;,,,,,,,,,,,,,,,,,,,
